C:/Users/Frost/Documents/Dropbox/ITU/KurserITU/Thesis Project/Repository/src/torch_rl_scripts/train.py --algo ppo --env TMaze-1x5-v0 --model TMaze1x5 --save-interval 10

Namespace(algo='ppo', batch_size=256, clip_eps=0.2, discount=0.99, entropy_coef=0.01, env='TMaze-1x5-v0', epochs=4, frames=10000000, frames_per_proc=None, gae_lambda=0.95, log_interval=1, lr=0.0007, max_grad_norm=0.5, mem=False, model='TMaze1x5', optim_alpha=0.99, optim_eps=1e-05, procs=16, recurrence=1, save_interval=10, seed=1, tb=False, text=False, value_loss_coef=0.5)

Model successfully created

TMazeRLModule(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (memory_rnn): LSTMCell(65, 65)
  (actor): Sequential(
    (0): Linear(in_features=65, out_features=65, bias=True)
    (1): Tanh()
    (2): Linear(in_features=65, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=65, out_features=65, bias=True)
    (1): Tanh()
    (2): Linear(in_features=65, out_features=1, bias=True)
  )
)

CUDA available: True

U 64 | F 131072 | FPS 0738 | D 190 | rR:usmM 0.35 0.12 0.09 0.56 | F:usmM 50.5 5.3 40.0 62.0 | H 1.440 | V 0.171 | pL -0.021 | vL 0.006 | V 0.023
U 65 | F 133120 | FPS 0754 | D 193 | rR:usmM 0.39 0.11 0.12 0.64 | F:usmM 49.5 5.4 36.0 60.0 | H 1.483 | V 0.220 | pL -0.008 | vL 0.007 | V 0.021
U 66 | F 135168 | FPS 0762 | D 196 | rR:usmM 0.37 0.12 0.08 0.62 | F:usmM 48.5 6.4 37.0 62.0 | H 1.541 | V 0.226 | pL 0.006 | vL 0.007 | V 0.020
U 67 | F 137216 | FPS 0727 | D 199 | rR:usmM 0.32 0.13 0.04 0.56 | F:usmM 54.1 6.2 44.0 68.0 | H 1.631 | V 0.210 | pL 0.035 | vL 0.007 | V 0.024
U 68 | F 139264 | FPS 0714 | D 201 | rR:usmM 0.26 0.12 0.04 0.49 | F:usmM 58.5 4.9 48.0 69.0 | H 1.707 | V 0.168 | pL 0.014 | vL 0.004 | V 0.014
U 69 | F 141312 | FPS 0709 | D 204 | rR:usmM 0.27 0.12 0.03 0.59 | F:usmM 58.5 5.7 49.0 71.0 | H 1.706 | V 0.128 | pL 0.001 | vL 0.003 | V 0.016
U 70 | F 143360 | FPS 0706 | D 207 | rR:usmM 0.26 0.09 0.07 0.47 | F:usmM 56.6 5.8 47.0 67.0 | H 1.651 | V 0.123 | pL -0.007 | vL 0.003 | V 0.014
Model successfully saved
U 71 | F 145408 | FPS 0629 | D 211 | rR:usmM 0.25 0.12 0.05 0.53 | F:usmM 59.6 6.5 42.0 72.0 | H 1.676 | V 0.132 | pL -0.006 | vL 0.003 | V 0.012
U 72 | F 147456 | FPS 0691 | D 213 | rR:usmM 0.27 0.13 0.05 0.63 | F:usmM 56.7 5.6 40.0 67.0 | H 1.587 | V 0.135 | pL -0.021 | vL 0.005 | V 0.017
U 73 | F 149504 | FPS 0717 | D 216 | rR:usmM 0.31 0.13 0.06 0.62 | F:usmM 53.5 5.7 42.0 69.0 | H 1.552 | V 0.158 | pL -0.011 | vL 0.004 | V 0.016
U 74 | F 151552 | FPS 0706 | D 219 | rR:usmM 0.31 0.10 0.13 0.54 | F:usmM 51.1 5.7 37.0 63.0 | H 1.552 | V 0.183 | pL -0.005 | vL 0.005 | V 0.021
